Linje,Påstigende,date
36,14,29/12/2022 00:00
40,1895,29/12/2022 00:00
42,3397,29/12/2022 00:00
43,49,29/12/2022 00:00
44,27,29/12/2022 00:00
20,3465,30/12/2022 00:00
21,69,30/12/2022 00:00
22,81,30/12/2022 00:00
23,65,30/12/2022 00:00
24,3578,30/12/2022 00:00
26,2826,30/12/2022 00:00
27,44,30/12/2022 00:00
28,3734,30/12/2022 00:00
29,37,30/12/2022 00:00
32,37,30/12/2022 00:00
33,2221,30/12/2022 00:00
34,2230,30/12/2022 00:00
35,52,30/12/2022 00:00
36,23,30/12/2022 00:00
40,2151,30/12/2022 00:00
42,3843,30/12/2022 00:00
43,52,30/12/2022 00:00
44,25,30/12/2022 00:00
20,2228,31/12/2022 00:00
24,1553,31/12/2022 00:00
26,1532,31/12/2022 00:00
28,2290,31/12/2022 00:00
33,1087,31/12/2022 00:00
34,1265,31/12/2022 00:00
40,1225,31/12/2022 00:00
42,2514,31/12/2022 00:00
20,1451,01/01/2023 00:00
24,1318,01/01/2023 00:00
26,1063,01/01/2023 00:00
28,1451,01/01/2023 00:00
33,764,01/01/2023 00:00
34,848,01/01/2023 00:00
40,995,01/01/2023 00:00
42,2093,01/01/2023 00:00
20,4274,02/01/2023 00:00
21,210,02/01/2023 00:00
22,250,02/01/2023 00:00
23,210,02/01/2023 00:00
24,5225,02/01/2023 00:00
26,3269,02/01/2023 00:00
27,203,02/01/2023 00:00
28,4725,02/01/2023 00:00
29,140,02/01/2023 00:00
31,73,02/01/2023 00:00
32,119,02/01/2023 00:00
33,2916,02/01/2023 00:00
34,3194,02/01/2023 00:00
35,115,02/01/2023 00:00
36,101,02/01/2023 00:00
40,1555,02/01/2023 00:00
42,5610,02/01/2023 00:00
43,208,02/01/2023 00:00
44,77,02/01/2023 00:00
20,5399,03/01/2023 00:00
21,309,03/01/2023 00:00
22,338,03/01/2023 00:00
23,282,03/01/2023 00:00
24,6038,03/01/2023 00:00
26,3983,03/01/2023 00:00
27,242,03/01/2023 00:00
28,5317,03/01/2023 00:00
29,175,03/01/2023 00:00
31,91,03/01/2023 00:00
32,120,03/01/2023 00:00
33,3462,03/01/2023 00:00
34,3740,03/01/2023 00:00
35,211,03/01/2023 00:00
36,154,03/01/2023 00:00
40,2069,03/01/2023 00:00
42,5792,03/01/2023 00:00
43,346,03/01/2023 00:00
44,134,03/01/2023 00:00
20,5683,04/01/2023 00:00
21,281,04/01/2023 00:00
22,311,04/01/2023 00:00
23,303,04/01/2023 00:00
24,6337,04/01/2023 00:00
26,4207,04/01/2023 00:00
27,233,04/01/2023 00:00
28,5385,04/01/2023 00:00
29,179,04/01/2023 00:00
31,104,04/01/2023 00:00
32,159,04/01/2023 00:00
33,3643,04/01/2023 00:00
34,3959,04/01/2023 00:00
35,201,04/01/2023 00:00
36,155,04/01/2023 00:00
40,2109,04/01/2023 00:00
42,6535,04/01/2023 00:00
43,359,04/01/2023 00:00
44,129,04/01/2023 00:00
20,5903,05/01/2023 00:00
21,365,05/01/2023 00:00
22,434,05/01/2023 00:00
23,278,05/01/2023 00:00
24,6963,05/01/2023 00:00
26,3898,05/01/2023 00:00
27,271,05/01/2023 00:00
28,6244,05/01/2023 00:00
29,221,05/01/2023 00:00
31,107,05/01/2023 00:00
32,167,05/01/2023 00:00
33,4285,05/01/2023 00:00
34,4797,05/01/2023 00:00
35,226,05/01/2023 00:00
36,199,05/01/2023 00:00
40,2441,05/01/2023 00:00
42,7183,05/01/2023 00:00
43,414,05/01/2023 00:00
44,138,05/01/2023 00:00
20,6244,06/01/2023 00:00
21,316,06/01/2023 00:00
22,353,06/01/2023 00:00
23,311,06/01/2023 00:00
24,7421,06/01/2023 00:00
26,4564,06/01/2023 00:00
27,252,06/01/2023 00:00
28,6098,06/01/2023 00:00
29,195,06/01/2023 00:00
31,116,06/01/2023 00:00
32,138,06/01/2023 00:00
33,4131,06/01/2023 00:00
34,4439,06/01/2023 00:00
35,173,06/01/2023 00:00
36,184,06/01/2023 00:00
40,2482,06/01/2023 00:00
42,6977,06/01/2023 00:00
43,379,06/01/2023 00:00
44,116,06/01/2023 00:00
20,4505,07/01/2023 00:00
24,4387,07/01/2023 00:00
26,2895,07/01/2023 00:00
28,5064,07/01/2023 00:00
33,2222,07/01/2023 00:00
34,2004,07/01/2023 00:00
40,1814,07/01/2023 00:00
42,4459,07/01/2023 00:00
20,2123,08/01/2023 00:00
24,2373,08/01/2023 00:00
26,1589,08/01/2023 00:00
28,2024,08/01/2023 00:00
33,1401,08/01/2023 00:00
34,1375,08/01/2023 00:00
40,1267,08/01/2023 00:00
42,2483,08/01/2023 00:00
20,6892,09/01/2023 00:00
21,474,09/01/2023 00:00
22,405,09/01/2023 00:00
23,379,09/01/2023 00:00
24,7593,09/01/2023 00:00
26,4276,09/01/2023 00:00
27,322,09/01/2023 00:00
28,6275,09/01/2023 00:00
29,239,09/01/2023 00:00
31,138,09/01/2023 00:00
32,188,09/01/2023 00:00
33,5110,09/01/2023 00:00
34,5658,09/01/2023 00:00
35,273,09/01/2023 00:00
36,278,09/01/2023 00:00
40,2537,09/01/2023 00:00
42,7593,09/01/2023 00:00
43,481,09/01/2023 00:00
44,111,09/01/2023 00:00
20,7512,10/01/2023 00:00
21,605,10/01/2023 00:00
22,465,10/01/2023 00:00
23,460,10/01/2023 00:00
24,7249,10/01/2023 00:00
26,4132,10/01/2023 00:00
27,348,10/01/2023 00:00
28,6214,10/01/2023 00:00
29,301,10/01/2023 00:00
31,204,10/01/2023 00:00
32,198,10/01/2023 00:00
33,5292,10/01/2023 00:00
34,6140,10/01/2023 00:00
35,361,10/01/2023 00:00
36,387,10/01/2023 00:00
40,2586,10/01/2023 00:00
42,7256,10/01/2023 00:00
43,501,10/01/2023 00:00
44,195,10/01/2023 00:00
20,7802,11/01/2023 00:00
21,681,11/01/2023 00:00
22,470,11/01/2023 00:00
23,410,11/01/2023 00:00
24,7708,11/01/2023 00:00
26,4093,11/01/2023 00:00
27,341,11/01/2023 00:00
28,6528,11/01/2023 00:00
29,274,11/01/2023 00:00
31,212,11/01/2023 00:00
32,187,11/01/2023 00:00
33,5700,11/01/2023 00:00
34,6468,11/01/2023 00:00
35,390,11/01/2023 00:00
36,439,11/01/2023 00:00
40,2564,11/01/2023 00:00
42,7426,11/01/2023 00:00
43,506,11/01/2023 00:00
44,166,11/01/2023 00:00
20,8058,12/01/2023 00:00
21,616,12/01/2023 00:00
22,432,12/01/2023 00:00
23,426,12/01/2023 00:00
24,7473,12/01/2023 00:00
26,4128,12/01/2023 00:00
27,342,12/01/2023 00:00
28,6229,12/01/2023 00:00
29,246,12/01/2023 00:00
31,242,12/01/2023 00:00
32,191,12/01/2023 00:00
33,5887,12/01/2023 00:00
34,6614,12/01/2023 00:00
35,377,12/01/2023 00:00
36,370,12/01/2023 00:00
40,2521,12/01/2023 00:00
42,7585,12/01/2023 00:00
43,471,12/01/2023 00:00
44,150,12/01/2023 00:00
20,7865,13/01/2023 00:00
21,616,13/01/2023 00:00
22,397,13/01/2023 00:00
23,383,13/01/2023 00:00
24,7654,13/01/2023 00:00
26,4542,13/01/2023 00:00
27,330,13/01/2023 00:00
28,6663,13/01/2023 00:00
29,279,13/01/2023 00:00
31,192,13/01/2023 00:00
32,193,13/01/2023 00:00
33,5809,13/01/2023 00:00
34,6607,13/01/2023 00:00
35,342,13/01/2023 00:00
36,351,13/01/2023 00:00
40,2871,13/01/2023 00:00
42,7967,13/01/2023 00:00
43,478,13/01/2023 00:00
44,125,13/01/2023 00:00
20,5646,14/01/2023 00:00
24,4327,14/01/2023 00:00
26,3364,14/01/2023 00:00
28,5606,14/01/2023 00:00
33,3564,14/01/2023 00:00
34,3382,14/01/2023 00:00
40,2371,14/01/2023 00:00
42,6072,14/01/2023 00:00
20,2570,15/01/2023 00:00
24,2126,15/01/2023 00:00
26,2039,15/01/2023 00:00
28,2235,15/01/2023 00:00
33,1541,15/01/2023 00:00
34,1610,15/01/2023 00:00
40,1442,15/01/2023 00:00
42,2665,15/01/2023 00:00
20,8132,16/01/2023 00:00
21,664,16/01/2023 00:00
22,467,16/01/2023 00:00
23,453,16/01/2023 00:00
24,7287,16/01/2023 00:00
26,4248,16/01/2023 00:00
27,355,16/01/2023 00:00
28,6700,16/01/2023 00:00
29,286,16/01/2023 00:00
31,227,16/01/2023 00:00
32,214,16/01/2023 00:00
33,6207,16/01/2023 00:00
34,6800,16/01/2023 00:00
35,441,16/01/2023 00:00
36,477,16/01/2023 00:00
40,2721,16/01/2023 00:00
42,7432,16/01/2023 00:00
43,539,16/01/2023 00:00
44,174,16/01/2023 00:00
20,8342,17/01/2023 00:00
21,758,17/01/2023 00:00
22,502,17/01/2023 00:00
23,508,17/01/2023 00:00
24,7305,17/01/2023 00:00
26,4523,17/01/2023 00:00
27,387,17/01/2023 00:00
28,6730,17/01/2023 00:00
29,322,17/01/2023 00:00
31,240,17/01/2023 00:00
32,230,17/01/2023 00:00
33,6503,17/01/2023 00:00
34,6924,17/01/2023 00:00
35,493,17/01/2023 00:00
36,508,17/01/2023 00:00
40,2807,17/01/2023 00:00
42,7679,17/01/2023 00:00
43,552,17/01/2023 00:00
44,174,17/01/2023 00:00
20,8617,18/01/2023 00:00
21,728,18/01/2023 00:00
22,490,18/01/2023 00:00
23,442,18/01/2023 00:00
24,7489,18/01/2023 00:00
26,4687,18/01/2023 00:00
27,388,18/01/2023 00:00
28,6861,18/01/2023 00:00
29,309,18/01/2023 00:00
31,215,18/01/2023 00:00
32,217,18/01/2023 00:00
33,6132,18/01/2023 00:00
34,6623,18/01/2023 00:00
35,441,18/01/2023 00:00
36,428,18/01/2023 00:00
40,2872,18/01/2023 00:00
42,8142,18/01/2023 00:00
43,539,18/01/2023 00:00
44,177,18/01/2023 00:00
20,8742,19/01/2023 00:00
21,715,19/01/2023 00:00
22,472,19/01/2023 00:00
23,446,19/01/2023 00:00
24,8154,19/01/2023 00:00
26,4576,19/01/2023 00:00
27,358,19/01/2023 00:00
28,7252,19/01/2023 00:00
29,268,19/01/2023 00:00
31,230,19/01/2023 00:00
32,204,19/01/2023 00:00
33,6377,19/01/2023 00:00
34,6857,19/01/2023 00:00
35,392,19/01/2023 00:00
36,493,19/01/2023 00:00
40,3101,19/01/2023 00:00
42,7841,19/01/2023 00:00
43,531,19/01/2023 00:00
44,156,19/01/2023 00:00
20,8360,20/01/2023 00:00
21,619,20/01/2023 00:00
22,373,20/01/2023 00:00
23,361,20/01/2023 00:00
24,8483,20/01/2023 00:00
26,5160,20/01/2023 00:00
27,342,20/01/2023 00:00
28,7606,20/01/2023 00:00
29,286,20/01/2023 00:00
31,203,20/01/2023 00:00
32,196,20/01/2023 00:00
33,5930,20/01/2023 00:00
34,6874,20/01/2023 00:00
35,351,20/01/2023 00:00
36,369,20/01/2023 00:00
40,3276,20/01/2023 00:00
42,8385,20/01/2023 00:00
43,421,20/01/2023 00:00
44,122,20/01/2023 00:00
20,6107,21/01/2023 00:00
24,4419,21/01/2023 00:00
26,3833,21/01/2023 00:00
28,6834,21/01/2023 00:00
33,3734,21/01/2023 00:00
34,3545,21/01/2023 00:00
40,2636,21/01/2023 00:00
42,6655,21/01/2023 00:00
20,2807,22/01/2023 00:00
24,2309,22/01/2023 00:00
26,2140,22/01/2023 00:00
28,2278,22/01/2023 00:00
33,1730,22/01/2023 00:00
34,1687,22/01/2023 00:00
40,1773,22/01/2023 00:00
42,3112,22/01/2023 00:00
20,7866,23/01/2023 00:00
21,747,23/01/2023 00:00
22,453,23/01/2023 00:00
23,452,23/01/2023 00:00
24,6807,23/01/2023 00:00
26,4027,23/01/2023 00:00
27,338,23/01/2023 00:00
28,6276,23/01/2023 00:00
29,306,23/01/2023 00:00
31,231,23/01/2023 00:00
32,236,23/01/2023 00:00
33,6164,23/01/2023 00:00
34,6638,23/01/2023 00:00
35,473,23/01/2023 00:00
36,487,23/01/2023 00:00
40,2622,23/01/2023 00:00
42,7264,23/01/2023 00:00
43,531,23/01/2023 00:00
44,149,23/01/2023 00:00
20,8400,24/01/2023 00:00
21,724,24/01/2023 00:00
22,529,24/01/2023 00:00
23,515,24/01/2023 00:00
24,7288,24/01/2023 00:00
26,3971,24/01/2023 00:00
27,446,24/01/2023 00:00
28,6268,24/01/2023 00:00
29,378,24/01/2023 00:00
31,280,24/01/2023 00:00
32,271,24/01/2023 00:00
33,6513,24/01/2023 00:00
34,7027,24/01/2023 00:00
35,540,24/01/2023 00:00
36,515,24/01/2023 00:00
40,2526,24/01/2023 00:00
42,7868,24/01/2023 00:00
43,581,24/01/2023 00:00
44,188,24/01/2023 00:00
20,8557,25/01/2023 00:00
21,687,25/01/2023 00:00
22,481,25/01/2023 00:00
23,504,25/01/2023 00:00
24,7935,25/01/2023 00:00
26,4879,25/01/2023 00:00
27,382,25/01/2023 00:00
28,6595,25/01/2023 00:00
29,287,25/01/2023 00:00
31,182,25/01/2023 00:00
32,246,25/01/2023 00:00
33,6276,25/01/2023 00:00
34,6867,25/01/2023 00:00
35,484,25/01/2023 00:00
36,489,25/01/2023 00:00
40,2882,25/01/2023 00:00
42,8750,25/01/2023 00:00
43,576,25/01/2023 00:00
44,187,25/01/2023 00:00
20,8377,26/01/2023 00:00
21,687,26/01/2023 00:00
22,513,26/01/2023 00:00
23,442,26/01/2023 00:00
24,7571,26/01/2023 00:00
26,4602,26/01/2023 00:00
27,412,26/01/2023 00:00
28,6821,26/01/2023 00:00
29,313,26/01/2023 00:00
31,235,26/01/2023 00:00
32,255,26/01/2023 00:00
33,6423,26/01/2023 00:00
34,6991,26/01/2023 00:00
35,483,26/01/2023 00:00
36,484,26/01/2023 00:00
40,2628,26/01/2023 00:00
42,8339,26/01/2023 00:00
43,536,26/01/2023 00:00
44,167,26/01/2023 00:00
20,8402,27/01/2023 00:00
21,735,27/01/2023 00:00
22,436,27/01/2023 00:00
23,434,27/01/2023 00:00
24,7657,27/01/2023 00:00
26,4404,27/01/2023 00:00
27,353,27/01/2023 00:00
28,6834,27/01/2023 00:00
29,228,27/01/2023 00:00
31,207,27/01/2023 00:00
32,208,27/01/2023 00:00
33,5973,27/01/2023 00:00
34,6729,27/01/2023 00:00
35,343,27/01/2023 00:00
36,415,27/01/2023 00:00
40,2909,27/01/2023 00:00
42,8649,27/01/2023 00:00
43,527,27/01/2023 00:00
44,129,27/01/2023 00:00
20,5754,28/01/2023 00:00
24,4394,28/01/2023 00:00
26,3463,28/01/2023 00:00
28,6036,28/01/2023 00:00
33,3807,28/01/2023 00:00
34,3452,28/01/2023 00:00
40,2389,28/01/2023 00:00
42,6166,28/01/2023 00:00
20,2787,29/01/2023 00:00
24,2355,29/01/2023 00:00
26,2347,29/01/2023 00:00
28,2264,29/01/2023 00:00
33,1692,29/01/2023 00:00
34,1761,29/01/2023 00:00
40,1722,29/01/2023 00:00
42,3324,29/01/2023 00:00
20,8341,30/01/2023 00:00
21,636,30/01/2023 00:00
22,492,30/01/2023 00:00
23,477,30/01/2023 00:00
24,7582,30/01/2023 00:00
26,4672,30/01/2023 00:00
27,403,30/01/2023 00:00
28,6299,30/01/2023 00:00
29,303,30/01/2023 00:00
31,217,30/01/2023 00:00
32,223,30/01/2023 00:00
33,6041,30/01/2023 00:00
34,7025,30/01/2023 00:00
35,403,30/01/2023 00:00
36,499,30/01/2023 00:00
40,2728,30/01/2023 00:00
42,8608,30/01/2023 00:00
43,546,30/01/2023 00:00
44,153,30/01/2023 00:00
20,8535,31/01/2023 00:00
21,665,31/01/2023 00:00
22,506,31/01/2023 00:00
23,517,31/01/2023 00:00
24,7546,31/01/2023 00:00
26,4342,31/01/2023 00:00
27,415,31/01/2023 00:00
28,6550,31/01/2023 00:00
29,324,31/01/2023 00:00
31,265,31/01/2023 00:00
32,244,31/01/2023 00:00
33,5816,31/01/2023 00:00
34,6595,31/01/2023 00:00
35,454,31/01/2023 00:00
36,447,31/01/2023 00:00
40,2696,31/01/2023 00:00
42,8408,31/01/2023 00:00
43,575,31/01/2023 00:00
44,197,31/01/2023 00:00
20,8598,01/02/2023 00:00
21,603,01/02/2023 00:00
22,517,01/02/2023 00:00
23,456,01/02/2023 00:00
24,8062,01/02/2023 00:00
26,4716,01/02/2023 00:00
27,375,01/02/2023 00:00
28,6835,01/02/2023 00:00
29,288,01/02/2023 00:00
31,210,01/02/2023 00:00
32,238,01/02/2023 00:00
33,6211,01/02/2023 00:00
34,6823,01/02/2023 00:00
35,408,01/02/2023 00:00
36,465,01/02/2023 00:00
40,2725,01/02/2023 00:00
42,8671,01/02/2023 00:00
43,523,01/02/2023 00:00
44,175,01/02/2023 00:00
20,8406,02/02/2023 00:00
21,630,02/02/2023 00:00
22,435,02/02/2023 00:00
23,474,02/02/2023 00:00
24,7644,02/02/2023 00:00
26,4482,02/02/2023 00:00
27,361,02/02/2023 00:00
28,6542,02/02/2023 00:00
29,302,02/02/2023 00:00
31,212,02/02/2023 00:00
32,179,02/02/2023 00:00
33,6086,02/02/2023 00:00
34,6655,02/02/2023 00:00
35,398,02/02/2023 00:00
36,454,02/02/2023 00:00
40,2840,02/02/2023 00:00
42,8899,02/02/2023 00:00
43,492,02/02/2023 00:00
44,170,02/02/2023 00:00
20,8175,03/02/2023 00:00
21,552,03/02/2023 00:00
22,411,03/02/2023 00:00
23,404,03/02/2023 00:00
24,8380,03/02/2023 00:00
26,5409,03/02/2023 00:00
27,367,03/02/2023 00:00
28,6851,03/02/2023 00:00
29,238,03/02/2023 00:00
31,174,03/02/2023 00:00
32,187,03/02/2023 00:00
33,5961,03/02/2023 00:00
34,6707,03/02/2023 00:00
35,322,03/02/2023 00:00
36,362,03/02/2023 00:00
40,2985,03/02/2023 00:00
42,9183,03/02/2023 00:00
43,453,03/02/2023 00:00
44,150,03/02/2023 00:00
20,6221,04/02/2023 00:00
24,4034,04/02/2023 00:00
26,3692,04/02/2023 00:00
28,5876,04/02/2023 00:00
33,3570,04/02/2023 00:00
34,3337,04/02/2023 00:00
40,2603,04/02/2023 00:00
42,6543,04/02/2023 00:00
20,2472,05/02/2023 00:00
24,2575,05/02/2023 00:00
26,1954,05/02/2023 00:00
28,2096,05/02/2023 00:00
33,1524,05/02/2023 00:00
34,1670,05/02/2023 00:00
40,1663,05/02/2023 00:00
42,2942,05/02/2023 00:00
20,5093,06/02/2023 00:00
21,406,06/02/2023 00:00
22,282,06/02/2023 00:00
23,309,06/02/2023 00:00
24,5624,06/02/2023 00:00
26,3249,06/02/2023 00:00
27,211,06/02/2023 00:00
28,4112,06/02/2023 00:00
29,197,06/02/2023 00:00
32,178,06/02/2023 00:00
33,4936,06/02/2023 00:00
34,4080,06/02/2023 00:00
35,190,06/02/2023 00:00
36,243,06/02/2023 00:00
40,2352,06/02/2023 00:00
42,6278,06/02/2023 00:00
43,364,06/02/2023 00:00
44,79,06/02/2023 00:00
20,8351,07/02/2023 00:00
21,635,07/02/2023 00:00
22,498,07/02/2023 00:00
23,473,07/02/2023 00:00
24,6953,07/02/2023 00:00
26,4210,07/02/2023 00:00
27,430,07/02/2023 00:00
28,6071,07/02/2023 00:00
29,327,07/02/2023 00:00
32,251,07/02/2023 00:00
33,6078,07/02/2023 00:00
34,6802,07/02/2023 00:00
35,524,07/02/2023 00:00
36,545,07/02/2023 00:00
40,2747,07/02/2023 00:00
42,7524,07/02/2023 00:00
43,576,07/02/2023 00:00
44,165,07/02/2023 00:00
20,8312,08/02/2023 00:00
21,725,08/02/2023 00:00
22,453,08/02/2023 00:00
23,393,08/02/2023 00:00
24,7612,08/02/2023 00:00
26,3882,08/02/2023 00:00
27,307,08/02/2023 00:00
28,6130,08/02/2023 00:00
29,306,08/02/2023 00:00
32,239,08/02/2023 00:00
33,6559,08/02/2023 00:00
34,6843,08/02/2023 00:00
35,411,08/02/2023 00:00
36,431,08/02/2023 00:00
40,2213,08/02/2023 00:00
42,6223,08/02/2023 00:00
43,370,08/02/2023 00:00
44,113,08/02/2023 00:00
20,8519,09/02/2023 00:00
21,695,09/02/2023 00:00
22,425,09/02/2023 00:00
23,404,09/02/2023 00:00
24,7864,09/02/2023 00:00
26,3941,09/02/2023 00:00
27,414,09/02/2023 00:00
28,6591,09/02/2023 00:00
29,302,09/02/2023 00:00
32,221,09/02/2023 00:00
33,6387,09/02/2023 00:00
34,6789,09/02/2023 00:00
35,424,09/02/2023 00:00
36,465,09/02/2023 00:00
40,2871,09/02/2023 00:00
42,8435,09/02/2023 00:00
43,507,09/02/2023 00:00
44,193,09/02/2023 00:00
20,8549,10/02/2023 00:00
21,706,10/02/2023 00:00
22,368,10/02/2023 00:00
23,423,10/02/2023 00:00
24,8340,10/02/2023 00:00
26,4349,10/02/2023 00:00
27,347,10/02/2023 00:00
28,7065,10/02/2023 00:00
29,212,10/02/2023 00:00
32,168,10/02/2023 00:00
33,6209,10/02/2023 00:00
34,6792,10/02/2023 00:00
35,409,10/02/2023 00:00
36,391,10/02/2023 00:00
40,2978,10/02/2023 00:00
42,9161,10/02/2023 00:00
43,446,10/02/2023 00:00
44,120,10/02/2023 00:00
20,6153,11/02/2023 00:00
24,4842,11/02/2023 00:00
26,3893,11/02/2023 00:00
28,6042,11/02/2023 00:00
33,3660,11/02/2023 00:00
34,3135,11/02/2023 00:00
40,2467,11/02/2023 00:00
42,6534,11/02/2023 00:00
20,2665,12/02/2023 00:00
24,2294,12/02/2023 00:00
26,1936,12/02/2023 00:00
28,1602,12/02/2023 00:00
33,1508,12/02/2023 00:00
34,1348,12/02/2023 00:00
40,1468,12/02/2023 00:00
42,2971,12/02/2023 00:00
20,8306,13/02/2023 00:00
21,705,13/02/2023 00:00
22,423,13/02/2023 00:00
23,442,13/02/2023 00:00
24,7539,13/02/2023 00:00
26,4508,13/02/2023 00:00
27,459,13/02/2023 00:00
28,6083,13/02/2023 00:00
29,291,13/02/2023 00:00
32,212,13/02/2023 00:00
33,5837,13/02/2023 00:00
34,6723,13/02/2023 00:00
35,453,13/02/2023 00:00
36,448,13/02/2023 00:00
40,2707,13/02/2023 00:00
42,8691,13/02/2023 00:00
43,503,13/02/2023 00:00
44,165,13/02/2023 00:00
20,8669,14/02/2023 00:00
21,699,14/02/2023 00:00
22,443,14/02/2023 00:00
23,476,14/02/2023 00:00
24,8082,14/02/2023 00:00
26,4713,14/02/2023 00:00
27,390,14/02/2023 00:00
28,6868,14/02/2023 00:00
29,316,14/02/2023 00:00
32,239,14/02/2023 00:00
33,6477,14/02/2023 00:00
34,7084,14/02/2023 00:00
35,517,14/02/2023 00:00
36,504,14/02/2023 00:00
40,2942,14/02/2023 00:00
42,8260,14/02/2023 00:00
43,539,14/02/2023 00:00
44,175,14/02/2023 00:00
20,8720,15/02/2023 00:00
21,712,15/02/2023 00:00
22,471,15/02/2023 00:00
23,434,15/02/2023 00:00
24,8216,15/02/2023 00:00
26,5369,15/02/2023 00:00
27,370,15/02/2023 00:00
28,7172,15/02/2023 00:00
29,298,15/02/2023 00:00
32,199,15/02/2023 00:00
33,6239,15/02/2023 00:00
34,6929,15/02/2023 00:00
35,420,15/02/2023 00:00
36,469,15/02/2023 00:00
40,3124,15/02/2023 00:00
42,9033,15/02/2023 00:00
43,515,15/02/2023 00:00
44,147,15/02/2023 00:00
20,8439,16/02/2023 00:00
21,728,16/02/2023 00:00
22,446,16/02/2023 00:00
23,472,16/02/2023 00:00
24,8050,16/02/2023 00:00
26,4896,16/02/2023 00:00
27,336,16/02/2023 00:00
28,6948,16/02/2023 00:00
29,269,16/02/2023 00:00
31,195,16/02/2023 00:00
32,182,16/02/2023 00:00
33,6448,16/02/2023 00:00
34,7086,16/02/2023 00:00
35,440,16/02/2023 00:00
36,472,16/02/2023 00:00
40,3182,16/02/2023 00:00
42,8773,16/02/2023 00:00
43,535,16/02/2023 00:00
44,166,16/02/2023 00:00
20,8540,17/02/2023 00:00
21,506,17/02/2023 00:00
22,352,17/02/2023 00:00
23,367,17/02/2023 00:00
24,8414,17/02/2023 00:00
26,5569,17/02/2023 00:00
27,296,17/02/2023 00:00
28,7671,17/02/2023 00:00
29,222,17/02/2023 00:00
31,192,17/02/2023 00:00
32,149,17/02/2023 00:00
33,6108,17/02/2023 00:00
34,6820,17/02/2023 00:00
35,347,17/02/2023 00:00
36,375,17/02/2023 00:00
40,3253,17/02/2023 00:00
42,9509,17/02/2023 00:00
43,440,17/02/2023 00:00
44,118,17/02/2023 00:00
20,6268,18/02/2023 00:00
24,4715,18/02/2023 00:00
26,3799,18/02/2023 00:00
28,6169,18/02/2023 00:00
33,3753,18/02/2023 00:00
34,3557,18/02/2023 00:00
40,2464,18/02/2023 00:00
42,6443,18/02/2023 00:00
20,2779,19/02/2023 00:00
24,2616,19/02/2023 00:00
26,2010,19/02/2023 00:00
28,2278,19/02/2023 00:00
33,1608,19/02/2023 00:00
34,1835,19/02/2023 00:00
40,1693,19/02/2023 00:00
42,3364,19/02/2023 00:00
20,8182,20/02/2023 00:00
21,692,20/02/2023 00:00
22,437,20/02/2023 00:00
23,423,20/02/2023 00:00
24,7595,20/02/2023 00:00
26,4734,20/02/2023 00:00
27,372,20/02/2023 00:00
28,6859,20/02/2023 00:00
29,267,20/02/2023 00:00
31,213,20/02/2023 00:00
32,246,20/02/2023 00:00
33,6272,20/02/2023 00:00
34,6964,20/02/2023 00:00
35,458,20/02/2023 00:00
36,513,20/02/2023 00:00
40,2952,20/02/2023 00:00
42,8518,20/02/2023 00:00
43,526,20/02/2023 00:00
44,186,20/02/2023 00:00
20,8236,21/02/2023 00:00
21,547,21/02/2023 00:00
22,468,21/02/2023 00:00
23,472,21/02/2023 00:00
24,7754,21/02/2023 00:00
26,5218,21/02/2023 00:00
27,359,21/02/2023 00:00
28,6952,21/02/2023 00:00
29,318,21/02/2023 00:00
31,199,21/02/2023 00:00
32,215,21/02/2023 00:00
33,6365,21/02/2023 00:00
34,6660,21/02/2023 00:00
35,420,21/02/2023 00:00
36,487,21/02/2023 00:00
40,2825,21/02/2023 00:00
42,8709,21/02/2023 00:00
43,574,21/02/2023 00:00
44,150,21/02/2023 00:00
20,8290,22/02/2023 00:00
21,604,22/02/2023 00:00
22,414,22/02/2023 00:00
23,481,22/02/2023 00:00
24,8074,22/02/2023 00:00
26,4954,22/02/2023 00:00
27,367,22/02/2023 00:00
28,7009,22/02/2023 00:00
29,214,22/02/2023 00:00
31,221,22/02/2023 00:00
32,209,22/02/2023 00:00
33,6366,22/02/2023 00:00
34,6878,22/02/2023 00:00
35,441,22/02/2023 00:00
36,517,22/02/2023 00:00
40,3096,22/02/2023 00:00
42,9121,22/02/2023 00:00
43,578,22/02/2023 00:00
44,157,22/02/2023 00:00
20,8445,23/02/2023 00:00
21,660,23/02/2023 00:00
22,444,23/02/2023 00:00
23,439,23/02/2023 00:00
24,7996,23/02/2023 00:00
26,4376,23/02/2023 00:00
27,326,23/02/2023 00:00
28,6264,23/02/2023 00:00
29,288,23/02/2023 00:00
31,212,23/02/2023 00:00
32,208,23/02/2023 00:00
33,6224,23/02/2023 00:00
34,6805,23/02/2023 00:00
35,425,23/02/2023 00:00
36,485,23/02/2023 00:00
40,2922,23/02/2023 00:00
42,9015,23/02/2023 00:00
43,551,23/02/2023 00:00
44,187,23/02/2023 00:00
20,8360,24/02/2023 00:00
21,684,24/02/2023 00:00
22,378,24/02/2023 00:00
23,410,24/02/2023 00:00
24,8314,24/02/2023 00:00
26,5037,24/02/2023 00:00
27,324,24/02/2023 00:00
28,7035,24/02/2023 00:00
29,253,24/02/2023 00:00
31,186,24/02/2023 00:00
32,146,24/02/2023 00:00
33,6223,24/02/2023 00:00
34,6602,24/02/2023 00:00
35,379,24/02/2023 00:00
36,367,24/02/2023 00:00
40,3111,24/02/2023 00:00
42,9210,24/02/2023 00:00
43,446,24/02/2023 00:00
