Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4735;4195;5275;100,0;31;31;0;0;100,0;1;4451;284;87;86;104;7;7;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4535;4030;5040;100,0;31;31;0;1;100,0;2;4167;367;148;98;112;8;8;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4535;4030;5040;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;4167;367;148;98;112;8;8;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;4735;4195;5275;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;4451;284;87;86;104;7;7;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;9270;8225;10315;100,0;31;31;0;1;100,0;Totalt;8618;650;236;184;216;15;15;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4628;4197;5059;100,0;31;31;0;1;100,0;1;4310;317;99;96;114;8;8;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4441;4050;4832;100,0;31;31;0;1;100,0;2;4036;404;163;109;123;9;9;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4441;4050;4832;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;4036;404;163;109;123;9;9;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;4628;4197;5059;100,0;31;31;0;1;100,0;Totalt i retning Fylkeshuset;4310;317;99;97;114;8;8;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;9068;8246;9890;100,0;31;31;0;0;100,0;Totalt;8346;722;262;206;237;17;17;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4838;4435;5241;100,0;28;28;0;0;100,0;1;4518;320;97;98;117;9;9;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4663;4281;5045;100,0;28;28;0;0;100,0;2;4243;420;174;109;127;10;10;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4663;4281;5045;100,0;28;28;0;0;100,0;Totalt i retning Langnestunnelen;4243;420;174;109;127;10;10;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;4838;4435;5241;100,0;28;28;0;0;100,0;Totalt i retning Fylkeshuset;4518;320;97;98;117;9;9;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;9501;8717;10285;100,0;28;28;0;1;100,0;Totalt;8761;740;270;207;244;18;18;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4924;4530;5318;100,0;31;31;0;1;100,0;1;4592;332;103;96;126;7;7;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4729;4359;5099;100,0;31;31;0;1;100,0;2;4289;439;185;115;132;8;8;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4729;4359;5099;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;4289;439;185;115;132;8;8;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;4923;4529;5317;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;4592;332;103;96;126;7;7;0,,,,,,,,,,
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;9652;8889;10415;100,0;31;31;0;1;100,0;Totalt;8881;771;288;211;257;15;15;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8347;7867;8827;100,0;31;31;0;9;99,9;1;7844;494;108;96;278;12;11;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8169;7661;8677;100,0;31;31;0;2;100,0;2;7307;860;379;153;287;40;40;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8174;7665;8683;100,0;31;31;0;2;100,0;Totalt i retning TROMSDALEN;7310;862;380;153;288;40;40;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8343;7864;8822;100,0;31;31;0;10;99,9;Totalt i retning TROMSØYA;7842;492;106;95;278;12;11;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;16517;15531;17503;100,0;31;31;0;12;99,9;Totalt;15152;1354;487;249;565;52;51;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;9101;8727;9475;100,0;28;28;0;11;99,9;1;8549;541;123;107;294;17;16;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;8900;8506;9294;100,0;28;28;0;4;100,0;2;7966;930;416;164;304;46;46;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;8907;8512;9302;100,0;28;28;0;4;100,0;Totalt i retning TROMSDALEN;7969;934;418;165;304;47;47;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;9095;8721;9469;100,0;28;28;0;12;99,9;Totalt i retning TROMSØYA;8546;538;121;106;294;16;15;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;18001;17236;18766;100,0;28;28;0;15;99,9;Totalt;16515;1472;539;271;598;64;62;2,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9450;9138;9762;100,0;31;31;0;12;99,9;1;8874;565;136;113;298;18;17;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9297;8964;9630;100,0;31;31;0;2;100,0;2;8311;984;452;173;305;54;54;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9301;8967;9635;100,0;31;31;0;2;100,0;Totalt i retning TROMSDALEN;8313;986;453;174;305;54;54;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9446;9134;9758;100,0;31;31;0;12;99,9;Totalt i retning TROMSØYA;8872;562;134;113;298;18;17;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;18747;18108;19386;100,0;31;31;0;14;99,9;Totalt;17185;1548;587;286;602;72;71;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;9061;8438;9684;100,0;30;30;0;9;99,9;1;8537;516;123;115;263;15;14;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;8928;8250;9606;100,0;30;30;0;2;100,0;2;8048;878;399;163;268;48;48;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;8931;8253;9609;100,0;30;30;0;2;100,0;Totalt i retning TROMSDALEN;8049;880;400;164;269;48;48;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;9058;8435;9681;100,0;30;30;0;9;99,9;Totalt i retning TROMSØYA;8536;514;122;115;262;15;14;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;17989;16707;19271;100,0;30;30;0;11;99,9;Totalt;16585;1394;522;278;530;63;62;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;9862;9339;10385;100,0;31;31;0;12;99,9;1;9242;607;172;141;275;20;19;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;9785;9219;10351;100,0;31;31;0;5;99,9;2;8759;1022;472;212;283;54;54;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;9796;9230;10362;100,0;31;31;0;5;99,9;Totalt i retning TROMSDALEN;8766;1025;473;213;284;54;54;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;9851;9328;10374;100,0;31;31;0;12;99,9;Totalt i retning TROMSØYA;9236;604;171;140;274;19;18;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;19647;18563;20731;100,0;31;31;0;17;99,9;Totalt;18001;1629;644;353;558;74;73;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;10248;9777;10719;100,0;30;30;0;16;99,8;1;9532;700;229;176;274;22;21;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;10155;9642;10668;100,0;30;30;0;8;99,9;2;8976;1171;557;259;297;59;58;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;10160;9646;10674;100,0;30;30;0;9;99,9;Totalt i retning TROMSDALEN;8978;1173;558;260;297;59;58;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;10244;9774;10714;100,0;30;30;0;16;99,8;Totalt i retning TROMSØYA;9530;698;227;175;274;22;21;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;20403;19425;21381;100,0;30;30;0;24;99,9;Totalt;18508;1871;786;435;571;80;78;2,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;8300;7967;8633;100,0;31;31;0;9;99,9;1;7712;579;192;146;230;11;10;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;8311;7908;8714;100,0;31;31;0;2;100,0;2;7385;924;408;223;249;43;43;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;8317;7913;8721;100,0;31;31;0;2;100,0;Totalt i retning TROMSDALEN;7387;928;409;225;250;43;43;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;8294;7961;8627;100,0;31;31;0;8;99,9;Totalt i retning TROMSØYA;7710;575;191;144;230;11;10;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;16611;15883;17339;100,0;31;31;0;11;99,9;Totalt;15097;1503;600;369;480;54;53;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;9783;9398;10168;100,0;31;31;0;10;99,9;1;9175;598;186;157;241;14;13;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;9576;9160;9992;100,0;31;31;0;2;100,0;2;8582;992;440;238;262;52;52;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;9581;9165;9997;100,0;31;31;0;2;100,0;Totalt i retning TROMSDALEN;8584;995;441;239;262;52;52;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;9778;9394;10162;100,0;31;31;0;10;99,9;Totalt i retning TROMSØYA;9173;594;185;155;241;14;13;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;19359;18564;20154;100,0;31;31;0;13;99,9;Totalt;17757;1589;626;394;503;65;64;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;10062;9767;10357;100,0;30;30;0;12;99,9;1;9437;612;169;158;269;15;14;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;9943;9572;10314;100,0;30;30;0;3;100,0;2;8892;1048;441;252;293;62;61;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;9950;9578;10322;100,0;30;30;0;4;100,0;Totalt i retning TROMSDALEN;8894;1052;443;254;293;62;61;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;10056;9762;10350;100,0;30;30;0;13;99,9;Totalt i retning TROMSØYA;9436;607;167;156;269;15;14;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;20005;19347;20663;100,0;30;30;0;16;99,9;Totalt;18329;1660;611;410;562;77;75;2,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;9562;9188;9936;100,0;31;31;0;11;99,9;1;9013;538;138;128;259;13;12;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;9416;8983;9849;100,0;31;31;0;3;100,0;2;8466;947;407;207;282;51;50;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;9423;8989;9857;100,0;31;31;0;3;100,0;Totalt i retning TROMSDALEN;8468;952;409;209;282;52;51;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;9555;9182;9928;100,0;31;31;0;11;99,9;Totalt i retning TROMSØYA;9011;533;136;126;259;13;12;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;18978;18176;19780;100,0;31;31;0;14;99,9;Totalt;17480;1485;545;335;541;65;63;2,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9446;9104;9788;100,0;30;30;0;9;99,9;1;8912;525;130;114;269;13;12;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9268;8916;9620;100,0;30;30;0;2;100,0;2;8354;912;392;182;293;45;45;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9273;8920;9626;100,0;30;30;0;2;100,0;Totalt i retning TROMSDALEN;8355;916;394;184;293;45;45;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;9441;9099;9783;100,0;30;30;0;9;99,9;Totalt i retning TROMSØYA;8910;521;128;112;268;13;12;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;18715;18023;19407;100,0;30;30;0;12;99,9;Totalt;17265;1438;522;296;562;58;57;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;9009;8395;9623;100,0;31;31;0;9;99,9;1;8515;485;117;98;260;11;10;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;8901;8285;9517;100,0;31;31;0;7;99,9;2;8090;804;327;154;287;36;36;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;8925;8309;9541;100,0;31;31;0;7;99,9;Totalt i retning TROMSDALEN;8109;809;329;155;287;36;36;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;8986;8373;9599;100,0;31;31;0;9;99,9;Totalt i retning TROMSØYA;8496;481;114;97;259;11;10;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;17911;16684;19138;100,0;31;31;0;17;99,9;Totalt;16605;1289;444;252;546;47;46;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7753;7442;8064;100,0;31;31;0;11;99,9;1;7232;510;114;102;282;12;11;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7666;7315;8017;100,0;31;31;0;2;100,0;2;6826;838;329;163;309;36;36;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7673;7321;8025;100,0;31;31;0;3;100,0;Totalt i retning TROMSDALEN;6829;841;331;164;310;36;36;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;7746;7436;8056;100,0;31;31;0;10;99,9;Totalt i retning TROMSØYA;7230;506;113;100;281;12;11;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;15419;14763;16075;100,0;31;31;0;13;99,9;Totalt;14058;1347;444;265;591;48;47;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;8290;7937;8643;100,0;28;28;0;12;99,9;1;7727;551;127;114;297;13;12;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;8325;7854;8796;100,0;28;28;0;4;100,0;2;7394;927;367;180;330;51;50;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;8350;7889;8811;100,0;28;28;0;3;100,0;Totalt i retning TROMSDALEN;7416;931;369;181;331;51;50;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;8264;7901;8627;100,0;28;28;0;12;99,9;Totalt i retning TROMSØYA;7705;547;125;113;296;13;12;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;16614;15809;17419;100,0;28;28;0;15;99,9;Totalt;15121;1478;494;294;627;63;61;2,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8412;8104;8720;100,0;31;31;0;15;99,8;1;7833;564;129;117;303;15;14;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8327;7979;8675;100,0;31;31;0;9;99,9;2;7417;901;360;172;325;43;43;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8332;7984;8680;100,0;31;31;0;8;99,9;Totalt i retning TROMSDALEN;7419;905;362;173;326;43;43;0,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;8406;8098;8714;100,0;31;31;0;15;99,8;Totalt i retning TROMSØYA;7831;560;127;116;303;15;14;1,,,,,,,,,,
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;16739;16091;17387;100,0;31;31;0;24;99,9;Totalt;15250;1465;489;289;629;59;57;2,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4998;4555;5441;93,4;31;29;2;1;100,0;1;4667;330;121;119;61;28;28;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;982;854;1110;93,4;31;29;2;132;86,6;2;804;47;20;16;4;6;5;1,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;3664;3353;3975;93,4;31;29;2;2;99,9;4;3403;259;96;86;57;19;19;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4612;4182;5042;93,4;31;29;2;108;97,7;Totalt i retning HANSJORDNESBUKTA;4202;302;115;102;61;24;24;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5032;4582;5482;93,4;31;29;2;26;99,5;Totalt i retning LANGNESTUNNELEN;4672;333;122;120;62;29;29;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;9644;8766;10522;93,4;31;29;2;134;98,6;Totalt;8874;635;237;222;123;54;53;1,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5363;4960;5766;92,6;28;26;2;3;99,9;1;5003;358;129;123;72;34;34;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;875;733;1017;92,6;28;26;2;85;90,3;2;737;53;26;21;3;3;3;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;3970;3680;4260;92,6;28;26;2;2;99,9;4;3680;288;105;90;68;25;25;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4817;4410;5224;92,6;28;26;2;66;98,6;Totalt i retning HANSJORDNESBUKTA;4414;338;129;110;71;27;27;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5391;4984;5798;92,6;28;26;2;24;99,6;Totalt i retning LANGNESTUNNELEN;5006;361;130;124;72;34;34;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;10208;9400;11016;92,6;28;26;2;90;99,1;Totalt;9420;699;259;235;143;62;62;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5402;5055;5749;89,5;31;28;3;2;100,0;1;5033;367;130;128;76;33;33;0,,,,,,,,,,
80998V1125915;HANSJORDNESTUNNELEN;FV862 S1D1 m2411;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1157;1040;1274;89,5;31;28;3;1;99,9;2;1107;49;23;24;1;1;1;0,,,,,,,,,,
